#Lon Lat Depth mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position Y_position ID Mechanism_type
287.53 -33.53 18.2 2.797 0.229 -3.026 0.399 -3.052 0.062 24 287.53 -33.53 B072886B R
185.03 51.93 41.0 1.366 -1.126 -0.24 0.887 0.768 -0.839 24 185.03 51.93 B072886C R
184.29 -20.67 137.1 -1.135 0.282 0.854 -0.014 -0.745 0.194 24 184.29 -20.67 B072986A N
181.39 -17.56 559.7 -5.062 0.513 4.549 -4.03 -4.088 -5.714 23 181.39 -17.56 B072986B N-SS
184.79 -17.93 196.8 -1.098 2.966 -1.868 4.288 2.22 -4.239 23 184.79 -17.93 B073086A SS-N
121.4 24.24 15.0 -1.638 0.601 1.037 0.461 0.246 1.77 24 121.4 24.24 B073086B N
19.08 -52.22 15.0 -6.046 3.588 2.458 -1.872 1.611 -4.278 23 19.08 -52.22 B073086C N
18.86 -52.44 15.0 -3.775 3.474 0.301 -1.295 0.83 -1.246 24 18.86 -52.44 B073086D N
18.73 -52.47 15.0 -0.9375 0.7869 0.1506 -0.3807 0.0813 -0.3168 24 18.73 -52.47 B073186A N
18.83 -52.5 15.0 -7.876 5.263 2.613 -0.25 -1.286 -3.501 23 18.83 -52.5 B073186B N
241.44 37.7 15.0 -0.56 -0.855 1.414 -0.576 0.531 1.409 24 241.44 37.7 B073186C SS-N
19.1 -52.48 15.0 -2.187 1.614 0.573 -0.201 0.229 -1.088 24 19.1 -52.48 B073186D N
122.5 24.61 20.5 -9.973 6.662 3.311 1.67 0.108 -2.863 23 122.5 24.61 B073186E N
18.75 -52.2 15.0 -6.486 5.349 1.136 -5.351 1.174 -3.125 23 18.75 -52.2 B073186F N
256.34 -35.73 15.0 -0.236 -0.326 0.563 -0.367 -0.123 -2.077 24 256.34 -35.73 B080186A SS
181.09 -17.03 531.3 -0.202 0.616 -0.414 -2.683 -2.256 9.162 23 181.09 -17.03 B080186B SS
186.08 51.58 15.0 0.8545 -0.7608 -0.0937 0.9815 0.6773 -0.3683 24 186.08 51.58 B080186C R
182.03 -28.21 15.0 -2.222 -0.064 2.285 0.043 -0.883 1.443 24 182.03 -28.21 B080286A N
270.88 12.75 53.7 -2.539 0.813 1.726 1.433 -1.367 -1.179 24 270.88 12.75 B080286B N
344.53 -58.74 15.0 -0.516 0.047 0.469 -0.01 1.05 1.73 24 344.53 -58.74 B080286C SS-N
182.99 51.57 18.0 4.569 -5.023 0.454 5.577 3.159 -1.124 24 182.99 51.57 B080386A R
138.88 -2.24 39.4 4.014 -0.575 -3.439 1.223 -2.44 2.609 23 138.88 -2.24 B080486A R
153.35 46.33 17.2 1.237 -0.429 -0.808 0.529 0.533 -0.588 24 153.35 46.33 B080486B R
182.58 -24.36 15.0 -0.7338 -0.0308 0.7646 0.2464 -0.5805 0.3241 24 182.58 -24.36 B080586A N-SS
182.76 -24.3 15.0 -1.536 -3.172 4.708 2.336 0.348 5.903 23 182.76 -24.3 B080586B SS
152.85 52.91 511.5 -4.67 -0.352 5.023 -0.115 -8.449 -0.019 23 152.85 52.91 B080586C N
179.98 -24.09 558.4 6.619 -4.502 -2.118 -3.596 -4.896 -2.532 23 179.98 -24.09 B080686A R
231.07 -55.35 15.0 -0.586 3.243 -2.657 1.912 -1.34 3.892 24 231.07 -55.35 B080686B SS-N
101.2 29.15 15.0 -0.3439 0.783 -0.4391 0.6353 -0.6481 0.3573 24 101.2 29.15 B080686C N-SS
181.73 -18.02 603.4 -0.421 1.035 -0.614 0.174 -0.73 -0.398 24 181.73 -18.02 B080786A SS-N
94.64 11.86 33.0 0.686 -1.281 0.595 -0.408 -0.611 4.444 23 94.64 11.86 B080786B SS
278.94 7.53 15.0 -1.236 -0.462 1.698 1.731 -1.424 2.844 24 278.94 7.53 B080786C SS-N
59.46 8.36 15.0 -4.526 1.004 3.521 -0.101 -2.623 -2.931 23 59.46 8.36 B080886A N
120.19 13.95 80.0 -1.141 0.77 0.371 0.246 -1.769 0.691 24 120.19 13.95 B080986A N
128.11 1.95 109.6 1.955 -1.346 -0.61 1.602 -0.206 0.998 25 128.11 1.95 C081086A R
66.54 -14.51 15.0 -3.993 1.643 2.349 1.1 2.132 -2.552 23 66.54 -14.51 B081186A N-SS
121.42 22.35 131.6 1.43 -0.165 -1.265 -0.407 -0.576 0.681 24 121.42 22.35 B081186B R
120.7 19.93 20.0 2.397 0.475 -2.872 0.336 -0.772 0.619 24 120.7 19.93 B081186C R
342.33 0.29 15.0 -0.018 0.34 -0.321 0.203 -0.065 -1.016 24 342.33 0.29 B081186D SS
292.24 -31.19 26.5 0.2675 0.2631 -0.5305 -0.8654 0.0053 0.9006 24 292.24 -31.19 B081186E SS-R
182.76 -24.18 15.0 -1.4 0.127 1.273 0.159 0.092 0.534 24 182.76 -24.18 B081286A N
277.53 6 15.0 -0.439 0.145 0.294 2.077 0.849 5.465 24 277.53 6.0 B081286B SS
100.28 0.17 15.0 -0.132 -1.048 1.18 0.138 0.4 0.954 24 100.28 0.17 B081286C SS
277.51 5.93 15.0 -0.603 4.199 -3.597 1.916 0.777 2.168 24 277.51 5.93 B081386A SS
285.26 8 78.5 -1.646 3.265 -1.619 1.693 -5.763 4.982 23 285.26 8.0 B081386B SS-N
126.89 2.08 20.2 0.837 0.095 -0.932 -1.616 -1.35 -0.058 27 126.89 2.08 C081486A R
126.54 1.61 15.0 -0.937 0.498 0.439 -1.418 -2.064 0.475 25 126.54 1.61 B081586A N
126.09 48.61 15.0 -0.23 2.608 -2.378 0.119 1.76 1.42 23 126.09 48.61 B081586B SS-N
126.65 1.72 15.0 -1.621 0.029 1.592 -2.277 -4.169 1.086 25 126.65 1.72 B081686A N
126.2 1.46 15.0 -0.313 0.286 0.027 -1.318 0.143 0.207 25 126.2 1.46 B081686B N
127.35 2.59 25.0 4.296 -2.624 -1.672 0.326 3.111 2.039 25 127.35 2.59 B081786A R-SS
186.12 -20.75 15.0 1.251 -0.039 -1.212 0.287 1.299 -0.562 25 186.12 -20.75 B081886A R
126.35 2.2 23.9 4.827 -0.021 -4.806 0.693 -1.171 2.165 24 126.35 2.2 B081886B R
126.77 8.02 40.0 1.573 0.465 -2.037 0.701 0.639 -0.046 24 126.77 8.02 B081986A R-SS
151.26 -5.54 82.7 1.098 -0.286 -0.811 -1.52 -0.898 1.885 25 151.26 -5.54 B082086A SS-R
186.82 -16.85 75.9 -0.866 0.45 0.416 -0.197 1.106 -0.332 24 186.82 -16.85 B082086B N
126.52 1.97 33.0 1.876 0.058 -1.933 -0.653 -0.328 -0.134 24 126.52 1.97 B082086C R
91.96 34.58 15.0 -0.852 -1.459 2.311 1.723 -1.371 3.867 25 91.96 34.58 B082086D SS-N
250.42 -9 15.0 -0.075 -0.666 0.74 -0.103 0.787 1.756 24 250.42 -9.0 B082186A SS-N
319.55 31.78 15.0 -1.125 -0.484 1.61 1.318 0.832 0.477 24 319.55 31.78 B082386A N-SS
179.33 -34.51 15.0 -0.111 -0.085 0.196 1.553 2.654 3.992 25 179.33 -34.51 C082386B SS-R
182.57 -24.2 15.0 -0.8029 -0.1332 0.9361 0.3871 -0.1251 0.7033 24 182.57 -24.2 B082486A N-SS
183.48 -27.22 15.0 3.706 -0.342 -3.365 0.945 5.991 -0.826 23 183.48 -27.22 B082486B R
182.63 -24.3 15.4 -1.561 -0.071 1.631 0.649 -0.205 0.75 24 182.63 -24.3 B082486C N-SS
126.68 2.32 17.8 2.339 -0.788 -1.551 0.719 0.133 0.927 24 126.68 2.32 B082486D R
187.5 -16.93 15.0 0.888 -0.121 -0.767 0.242 1.5 -0.308 24 187.5 -16.93 B082586A R
101.72 37.8 15.0 0.8209 -0.1976 -0.6232 0.0761 0.5084 0.5258 25 101.72 37.8 B082686A R-SS
186.44 -14.81 15.0 0.745 3.391 -4.136 0.34 5.7 5.603 24 186.44 -14.81 B082686B SS-R
26.53 45.76 132.7 4.999 -2.643 -2.356 -5.68 -2.851 -1.965 26 26.53 45.76 C083086A R
144.42 22.9 15.0 4.033 -0.303 -3.729 -2.928 7.538 2.253 24 144.42 22.9 B083186A R
330.44 -59.31 15.0 -0.077 -1.351 1.428 0.64 0.073 0.998 25 330.44 -59.31 B090586A SS
287.47 -37.05 80.5 0.0719 -0.5144 0.4425 -0.7539 -0.7451 -0.0876 24 287.47 -37.05 B090586B R
182.15 -15.6 435.8 1.187 -1.079 -0.108 0.403 -0.133 0.1 24 182.15 -15.6 B090686A R
183.14 -23.15 128.8 -1.268 0.401 0.867 -0.099 -1.022 0.139 24 183.14 -23.15 B090686B N
181.3 -20.43 593.2 -1.43 0.207 1.223 -1.599 -3.177 0.109 24 181.3 -20.43 B090686C N
169.8 -12.88 671.4 -6.703 2 4.703 3.396 3.108 2.399 23 169.8 -12.88 B090786A N
333.58 -59.9 15.0 1.738 0.121 -1.859 -0.512 1.875 -0.777 24 333.58 -59.9 B090786B R
96.09 4.74 21.9 0.091 -1.136 1.045 0.033 -0.662 -0.546 24 96.09 4.74 B090886A SS-R
128.03 0.98 15.0 -2.184 2.39 -0.206 1.328 -0.131 0.05 24 128.03 0.98 B090986A N
157.35 -8.86 15.4 1.82 -0.44 -1.38 1.227 -1.881 0.741 24 157.35 -8.86 B091086A R
152.58 -5.33 24.8 2.772 -2.663 -0.109 5.295 1.85 -0.45 25 152.58 -5.33 C091186A R
125.37 0.44 15.0 1.768 0.327 -2.094 -0.742 -5.808 -0.89 24 125.37 0.44 B091186B R
289.04 -21.88 108.8 -4.075 -1.165 5.24 -0.594 -3.954 2.04 23 289.04 -21.88 B091286A N
153.3 -5.4 64.3 5.99 -2.04 -3.95 0.892 0.475 3.866 23 153.3 -5.4 B091286B R
206.35 55.9 15.0 0.787 -1.208 0.421 4.719 3.646 -0.426 25 206.35 55.9 B091286C R
323.54 -61.11 15.0 -0.308 1.357 -1.049 -0.02 0.64 3.438 25 323.54 -61.11 C091386A SS
180.06 -31.73 231.0 -3.929 -1.532 5.461 -2.793 0.926 1.622 25 180.06 -31.73 C091386B N-SS
22.64 36.8 15.0 -7.54 -1.189 8.728 4.507 0.365 2.953 24 22.64 36.8 B091386C N-SS
178.85 -23.16 571.3 -1.433 0.247 1.187 0.569 0.478 -1.038 24 178.85 -23.16 B091486A N-SS
154.86 -6.81 59.8 1.276 -0.942 -0.334 0.36 -0.632 1.007 25 154.86 -6.81 B091486B R
185.3 -23.03 15.0 3.92 -0.212 -3.708 0.286 3.281 -1.909 24 185.3 -23.03 B091586A R
70.56 36.52 105.3 1.677 -2.227 0.551 -0.949 -1.583 -0.694 24 70.56 36.52 B091586B R-SS
166.28 -12.44 117.6 0.747 0.375 -1.123 -0.201 0.223 0.139 24 166.28 -12.44 B091686A R
146.47 19.29 31.5 -6.967 1.737 5.23 -5.319 0.351 -4.769 25 146.47 19.29 C091686B N-SS
206.79 56.06 15.0 2.1 -1.568 -0.532 5.151 4.879 -2.596 24 206.79 56.06 B091686C R
128.75 -3.68 15.0 0.849 -1.96 1.111 1.198 -1.719 1.516 24 128.75 -3.68 B091786A SS-R
129.41 26.35 15.0 3.289 -1.898 -1.391 6.551 4.433 -3.013 23 129.41 26.35 B091786B R
71.55 37.34 135.6 0.094 1.016 -1.111 -1.037 -2.054 0.515 24 71.55 37.34 B091786C R
57 10.76 15.0 0.126 -2.238 2.113 -0.281 -0.26 -0.711 25 57.0 10.76 B091786D SS
139.76 -2.79 15.0 6.524 -3.921 -2.603 -5.807 -1.806 2.253 23 139.76 -2.79 B091986A R
331 0.72 15.0 1.044 -1.125 0.081 -0.668 -0.298 -0.675 24 331.0 0.72 B092086A R
93.16 12.82 21.6 3.262 0.662 -3.924 -0.679 -4.456 0.812 23 93.16 12.82 B092086B R
147.48 16.74 15.0 0.7492 0.1281 -0.8773 -0.2262 0.7299 -0.1096 24 147.48 16.74 B092186A R
130.38 -6.71 109.6 3.891 -3.005 -0.885 0.056 1.803 1.947 24 130.38 -6.71 B092286A R
164.13 56.74 32.0 6.635 -8.384 1.749 3.968 -1.319 4.233 23 164.13 56.74 B092386A R
167.52 -16.8 15.0 -1.24 0.814 0.426 -1.138 -2.279 7.929 24 167.52 -16.8 B092386B SS
173.08 -13.87 634.8 0.049 1.473 -1.522 -0.49 1.71 -1.377 24 173.08 -13.87 B092486A SS-N
251.83 22.9 15.0 -0.137 -1.073 1.21 0.014 0.177 -0.275 25 251.83 22.9 B092586A SS
126.67 3.77 28.0 0.707 0.2482 -0.9553 0.7628 0.646 0.2235 25 126.67 3.77 B092586B R-SS
167.07 -15.1 110.8 0.9599 0.0011 -0.961 -0.1161 -0.4234 -0.5058 24 167.07 -15.1 B092986A R
57.2 10.87 15.0 1.876 4.706 -6.583 -1.639 1.236 -4.252 23 57.2 10.87 B092986B SS
128.78 -5.59 330.2 0.181 -1.152 0.971 -0.647 2.925 0.854 24 128.78 -5.59 B100186A R
184.18 51.85 58.9 1.017 -0.85 -0.167 0.144 0.362 -0.557 24 184.18 51.85 B100186B R
29.16 34.65 15.0 -6.825 7.909 -1.084 2.634 3.706 2.101 23 29.16 34.65 B100286A N-SS
314.44 20.18 15.0 -0.996 -0.006 1.002 -0.093 0.237 0.092 24 314.44 20.18 B100286B N
127.48 2.99 18.0 1.637 -1.202 -0.436 -0.92 -0.082 -0.57 24 127.48 2.99 B100286C R
13.59 -52.28 15.0 -4.345 3.204 1.141 -3.325 1.153 -1.38 23 13.59 -52.28 B100386A N
127.79 3.09 128.3 -7.044 6.441 0.603 4.634 2.571 -0.233 24 127.79 3.09 B100486A N
247.78 -24.11 15.0 -1.085 0.259 0.826 0.624 -1.36 -0.433 24 247.78 -24.11 B100586A N
247.91 -23.81 15.0 -1.688 0.281 1.408 0.333 -1.118 -1.074 24 247.91 -23.81 B100586B N
29.23 -30.08 15.0 -1.014 -0.38 1.394 0.083 -0.349 -0.386 24 29.23 -30.08 B100586C N
232.61 42.96 15.0 -0.298 -2.103 2.401 0.621 0.222 -2.002 24 232.61 42.96 B100586D SS
184.08 52.08 60.1 5.885 -4.216 -1.67 1.42 2.96 -3.911 23 184.08 52.08 B100686A R
334.18 -56.86 59.1 -8.796 4.909 3.887 3.172 -5.059 -1.171 23 334.18 -56.86 B100686B N
137.37 31.85 395.6 0.276 0.146 -0.423 -0.045 -1.185 -0.125 24 137.37 31.85 B100786A R
167.28 -16.71 30.0 -0.4 1.54 -1.14 -0.399 -0.866 2.38 24 167.28 -16.71 B100786B SS
356.93 80.3 15.0 -0.459 -8.615 9.074 0 0 -3.125 23 356.93 80.3 B100886A SS
270.6 13.91 15.0 -0.581 -0.085 0.666 -0.254 0.903 -4.576 24 270.6 13.91 B101086A SS
276.54 -42.19 15.0 -8.043 0.201 7.842 0 0 -1.275 23 276.54 -42.19 B101086B N
121.69 20.4 145.3 -0.2463 0.451 -0.2047 0.8234 0.4256 -0.2459 24 121.69 20.4 B101086C N
28.71 37.31 15.0 -2.142 3.311 -1.169 -0.527 -1.511 -1.528 24 28.71 37.31 B101186A N-SS
335.71 -57.72 37.3 4.633 1.581 -6.214 0.716 -2.396 0.952 23 335.71 -57.72 B101286A R
70.96 35.99 126.1 0.072 -0.685 0.613 1.723 -0.638 -0.9 24 70.96 35.99 B101386A R
141.43 36.82 36.5 2.015 -0.18 -1.835 0.581 1.957 -1.011 24 141.43 36.82 B101386B R
264.35 -36.96 15.0 -3.48 0.57 2.91 -1.074 2.154 -2.42 23 264.35 -36.96 B101486A N
41.96 -42.96 15.0 0.145 0.528 -0.673 -0.008 0.2 1.934 25 41.96 -42.96 B101486B SS
153.47 -5.22 54.0 1.492 -0.596 -0.896 -0.042 0.321 0.758 26 153.47 -5.22 C101486C R
146.75 -6.31 84.7 0.4539 -0.4379 -0.016 0.8775 -0.3435 0.2554 24 146.75 -6.31 B101586A R
334.5 -56.93 15.0 0.527 -0.13 -0.397 -1.399 -0.991 -0.463 24 334.5 -56.93 B101586B R
66.45 27.24 46.6 1.318 0.135 -1.453 -2.491 1.585 -2.806 23 66.45 27.24 B101686A SS-R
131.43 -5.3 59.6 -1.498 -2.92 4.418 2.425 0.823 0.746 25 131.43 -5.3 C101786A SS-N
186.86 -16.47 129.8 0.077 1.028 -1.105 -0.55 6.034 -3.095 23 186.86 -16.47 B101786B R
184.66 52.34 48.2 2.145 -1.38 -0.765 1.033 1.166 -1.277 24 184.66 52.34 B101886A R
142.93 11.69 30.0 1.293 0.546 -1.839 1.105 -0.953 -0.246 24 142.93 11.69 B101886B R-SS
180.78 64.06 15.0 0.046 1.114 -1.16 -0.603 -0.14 -0.986 24 180.78 64.06 B101986A SS
153.39 -5.21 91.9 -0.063 0.221 -0.159 0.249 -1.187 0.558 24 153.39 -5.21 B102086A R
183.93 -27.93 50.4 1.4 -1.51 0.11 -0.966 2.521 -3.347 27 183.93 -27.93 C102086B SS-R
183.71 -27.96 15.0 0.798 -0.091 -0.708 0.072 1.169 -0.212 25 183.71 -27.96 B102086C R
183.5 -27.96 15.0 4.487 0.449 -4.936 2.37 7.083 -2.096 24 183.5 -27.96 B102086D R
183.32 -27.67 15.0 2.498 1.376 -3.874 1.896 3.957 -0.852 24 183.32 -27.67 B102086E R
183.01 -28.04 15.0 1.085 -0.303 -0.782 0.773 2.893 -0.837 24 183.01 -28.04 B102086F R
183.69 -27.68 19.5 0.002 -2.276 2.274 0.034 0.108 1.583 24 183.69 -27.68 B102186A SS
183.86 -27.8 15.0 -1.051 -0.298 1.349 0.275 -0.133 0.326 24 183.86 -27.8 B102186B N
183.3 -27.1 17.8 2.136 0.338 -2.474 0.953 3.476 -0.576 24 183.3 -27.1 B102186C R
183.37 -27.82 22.5 0.64 -0.305 -0.335 0.387 1.398 -0.821 24 183.37 -27.82 B102186D R
183.58 -27.8 15.0 -5.108 -2.399 7.507 -3.414 -3.438 2.859 24 183.58 -27.8 B102186E N-SS
183.45 -27.49 15.0 3.432 0.376 -3.808 1.976 5.981 -1.214 24 183.45 -27.49 B102186F R
269.59 13.1 15.0 0.397 -0.656 0.259 2.159 -2.577 0.265 24 269.59 13.1 B102186G R
183.49 -27.86 15.0 0.771 -0.0926 -0.6783 0.2523 0.9088 -0.2829 24 183.49 -27.86 B102286A R
165.99 -10.72 182.6 0.7706 -0.1049 -0.6657 -0.1486 -0.7766 0.101 25 165.99 -10.72 B102286B R
183.62 -28.09 15.0 1.155 0.002 -1.157 0.656 2.003 -0.568 24 183.62 -28.09 B102286C R
183.4 -26.94 23.9 0.844 0.488 -1.332 0.003 0.65 -0.264 24 183.4 -26.94 B102286D R
167.52 -15.71 171.0 -0.26 2.296 -2.036 -1.349 -0.7 0.47 25 167.52 -15.71 B102386A SS-R
146.11 -6.21 117.7 -0.1784 0.3698 -0.1914 -0.7145 -0.2041 -0.8454 25 146.11 -6.21 B102386B SS-N
165.13 -11.24 15.0 0.7336 -0.2133 -0.5203 0.7342 -0.985 0.3188 26 165.13 -11.24 C102386C R
165.29 -11.34 15.0 2.561 -0.421 -2.14 3.121 -4.195 0.869 25 165.29 -11.34 B102386D R
165.37 -11.4 15.0 -3.06 -1.025 4.085 2.405 -3.89 0.137 24 165.37 -11.4 B102386E N
289.85 -25.41 50.0 0.193 0.924 -1.117 -0.879 1.693 -0.632 24 289.85 -25.41 B102486A R
153.77 -5.95 39.9 3.368 -1.618 -1.75 1.438 -0.397 2.037 25 153.77 -5.95 B102486B R
165.01 -11.4 15.0 -0.6172 -0.2847 0.9019 0.4725 -0.717 -0.1127 25 165.01 -11.4 B102486C N
165.13 -11.12 15.0 1.339 -0.062 -1.277 1.348 -2.099 0.469 25 165.13 -11.12 B102486D R
183.25 51.31 52.2 5.629 -5.625 -0.004 3.676 2.316 1.076 23 183.25 51.31 B102486E R-SS
184.16 -27.43 49.6 -3.039 0.533 2.506 -0.98 4.283 -0.443 23 184.16 -27.43 B102486F N
153.96 -6.05 63.1 0.9381 -0.2115 -0.7266 0.0859 -0.1795 0.5853 24 153.96 -6.05 B102586A R
167.88 -17.73 45.4 1.841 0.339 -2.18 0.168 0.068 0.432 25 167.88 -17.73 B102586B R
153.94 -5.95 57.1 2.271 -0.767 -1.504 0.388 -0.078 1.359 24 153.94 -5.95 B102686A R
183.79 -27.52 15.0 -1.436 -0.14 1.576 -0.145 -0.46 0.143 24 183.79 -27.52 B102686B N
189.64 53.8 207.4 -0.939 -0.139 1.078 2.655 0.212 -2.463 24 189.64 53.8 B102686C SS-N
332.73 46.06 15.0 -1.092 -0.017 1.109 0.197 0.663 0.125 24 332.73 46.06 B102786A N
152.93 -4.55 52.4 2.483 0.89 -3.373 1.559 -0.001 1.768 23 152.93 -4.55 B102786B R-SS
323.8 7.26 15.0 -1.118 -0.185 1.302 -0.394 0.514 -0.533 24 323.8 7.26 B102786C N
60.11 -30.56 15.0 -6.14 6.191 -0.051 3.163 2.182 1.272 24 60.11 -30.56 B102886A N
60.15 -30.59 15.0 -1.626 1.573 0.053 1.279 0.515 0.367 24 60.15 -30.59 B102886B N
154.6 47.17 15.0 4.441 -0.932 -3.508 0.704 0.728 -2.324 23 154.6 47.17 B102986A R
127.48 8.9 15.0 2.61 0.307 -2.918 0.882 0.84 0.21 24 127.48 8.9 B102986B R
125.41 5.61 49.1 1.927 0.907 -2.834 1.588 1.42 0.267 24 125.41 5.61 B102986C R-SS
183.55 -21.68 196.3 -0.818 -0.183 1.001 -2.142 -5.985 0.67 26 183.55 -21.68 C103086A N
286.87 7.21 153.2 -1.255 -2.913 4.168 -4.994 -4.567 -1.986 23 286.87 7.21 B103186A N
96.91 25.53 69.8 4.564 4.107 -8.671 0.506 -1.652 -0.063 23 96.91 25.53 B110186A R-SS
127.72 -7.37 110.7 2.037 0.527 -2.564 2.091 0.872 1.517 24 127.72 -7.37 B110186B R-SS
145.44 -4.96 15.0 6.853 -8.093 1.24 -3.224 -3.007 1.537 23 145.44 -4.96 B110186C R-SS
183.65 -27.41 15.0 1.871 0.055 -1.926 0.408 3.337 -0.783 24 183.65 -27.41 B110386A R
127.64 28.46 218.5 -3.983 0.107 3.876 0.499 -1.3 -0.712 23 127.64 28.46 B110386B N
88.81 50.32 15.0 0.615 -1.918 1.303 -0.734 -1.222 1.046 24 88.81 50.32 B110486A SS-R
181.47 -17.79 597.1 -2.781 4.491 -1.71 2.214 -1.511 -0.66 24 181.47 -17.79 B110686A N-SS
126.62 9.07 61.4 3.694 0.971 -4.665 0.929 1.429 1.539 24 126.62 9.07 B110686B R-SS
183.68 51.72 37.0 5.648 -4.637 -1.011 4.769 3.875 -2.858 24 183.68 51.72 B110686C R
69.48 -13.75 15.0 -0.316 2.988 -2.672 0 0 -1.808 23 69.48 -13.75 B110786A SS
183.19 -28.23 15.0 1.015 0.183 -1.198 0.235 1.485 -0.486 25 183.19 -28.23 B110786B R
184.01 -28.34 15.0 6.877 0.824 -7.701 0.028 2.272 -3.159 23 184.01 -28.34 B110886A R
183.22 -28.03 15.0 0.783 0.089 -0.872 0.082 1.559 -0.407 24 183.22 -28.03 B110886B R
192.01 51.88 15.0 3.966 -3.156 -0.809 0.842 2.189 -4.179 23 192.01 51.88 B110986A R-SS
253.27 18.83 15.0 -0.264 -0.348 0.612 0 0 -1.284 24 253.27 18.83 B110986B SS
299.16 17.35 35.0 1.135 1.898 -3.033 1.645 2.94 -0.09 23 299.16 17.35 B110986C R-SS
183.71 -28.27 20.9 2.713 0.038 -2.751 -0.234 1.439 -1.11 24 183.71 -28.27 B111086A R
156.15 -7.76 28.4 6.514 -5.098 -1.416 3.655 -4.221 4.254 24 156.15 -7.76 B111086B R
127.1 2.42 33.0 0.0283 0.1824 -0.2108 0.3136 -0.1682 0.9726 25 127.1 2.42 B111186A SS
31.38 -48.43 15.0 -0.268 1.127 -0.86 -0.109 -0.066 0.862 25 31.38 -48.43 B111186B SS
168.02 -14.55 15.0 0.6742 0.0213 -0.6956 0.2216 -0.7527 0.0851 24 168.02 -14.55 B111286A R
166.12 -12.06 60.4 1.154 5.176 -6.329 1.845 -1.667 0.177 23 166.12 -12.06 B111286B SS-R
183.32 -28.07 22.7 1.904 0.172 -2.077 0.072 1.389 -0.834 24 183.32 -28.07 B111286C R
141.47 43.79 15.0 1.074 3.217 -4.291 0 0 -7.334 23 141.47 43.79 B111386A SS
136.72 35.98 261.7 -0.949 2.563 -1.614 -3.929 4.775 -1.093 23 136.72 35.98 B111486A N
334.72 -58.91 15.0 3.146 0.512 -3.658 -0.273 4.083 0.3 24 334.72 -58.91 B111486B R
183.51 -27.2 19.8 1.446 0.111 -1.557 0.357 1.193 -0.446 24 183.51 -27.2 B111486C R
121.85 23.97 33.2 1.202 -0.352 -0.85 0.317 0.447 -0.488 27 121.85 23.97 C111486D R
121.66 23.66 15.0 0.179 0.192 -0.371 1.457 4.124 -3.274 24 121.66 23.66 B111586A SS-R
166.43 -14.35 54.2 3.917 -0.345 -3.572 0.495 0.269 -0.162 23 166.43 -14.35 B111786A R
334.54 -58.04 44.1 1.175 0.069 -1.243 0.041 0.307 0.113 24 334.54 -58.04 B111886A R
180.08 -24.37 540.9 0.7051 -0.2231 -0.4819 -0.2443 -0.9291 -0.4649 24 180.08 -24.37 B111886B R
131.33 29.54 15.0 5.699 -0.647 -5.051 1.776 4.112 -2.129 23 131.33 29.54 B111986A R
183.74 -27.01 15.0 1.498 0.143 -1.642 0.086 1.433 -0.613 24 183.74 -27.01 B111986B R
169.53 -0.15 15.0 0.1641 -0.808 0.6439 0.3655 -0.4862 -0.3698 24 169.53 -0.15 B111986C SS-R
167.43 -19.79 15.0 -5.135 -1.065 6.2 5.396 -2.134 -2.391 23 167.43 -19.79 B111986D N-SS
183.73 -26.99 15.8 1.251 0.023 -1.274 0.477 1.777 -0.243 24 183.73 -26.99 B111986E R
167.64 -18.86 15.0 -1.149 -0.647 1.796 -0.68 -0.871 0.296 24 167.64 -18.86 B111986F N-SS
167.43 -16.2 25.0 1.066 -1.999 0.933 1.711 -1.551 -0.107 24 167.43 -16.2 B112086A R-SS
139.36 34.53 15.0 -0.542 -2.619 3.161 3.221 4.762 -7.665 24 139.36 34.53 B112286A SS-N
139.91 -3.09 17.0 0.859 -0.661 -0.197 1.032 -0.196 0.285 24 139.91 -3.09 B112286B R
282.51 -3.38 101.9 -1.787 0.913 0.874 -0.592 0.332 -0.821 26 282.51 -3.38 C112386A N
16.49 43.48 15.0 1.586 -1.672 0.086 1.964 0.11 0.27 24 16.49 43.48 B112586A R
144.87 42.05 15.0 -2.859 4.464 -1.604 -5.47 -0.205 -0.707 23 144.87 42.05 B112786A N
181.62 -18.02 547.5 0.024 0.8398 -0.8639 -0.441 -0.612 0.4247 24 181.62 -18.02 B112786B SS-R
282.83 -45.53 15.0 -1.473 3.622 -2.149 0 0 -7.995 23 282.83 -45.53 B112886A SS
141.29 36.03 29.9 4.16 0.33 -4.49 0.686 4.493 -1.96 24 141.29 36.03 B112886B R
186.23 -16.06 100.5 3.102 -2.57 -0.533 -1.363 -1.619 -1.377 24 186.23 -16.06 B112986A R
324.1 -5.41 15.0 -1.034 5.845 -4.811 0 0 0.944 23 324.1 -5.41 B113086A SS
142.08 38.67 42.0 0.7055 0.0331 -0.7386 0.3321 0.7125 -0.2377 25 142.08 38.67 B113086B R
183.62 -27.18 15.8 0.869 0.074 -0.943 0.02 1.273 -0.235 25 183.62 -27.18 B120186A R
183.86 -27.25 21.6 0.8417 0.0689 -0.9106 -0.0333 0.6743 -0.2745 25 183.86 -27.25 B120186B R
146.59 -56.78 15.0 -0.602 3.131 -2.529 2.293 1.047 -5.802 24 146.59 -56.78 B120186C SS
185.38 -15.62 25.7 0.314 -2.327 2.012 0.43 -0.546 0.045 24 185.38 -15.62 B120386A SS
179.92 -23.93 539.1 0.359 -0.454 0.095 -0.288 -2.572 -0.806 24 179.92 -23.93 B120386B R
